"Date","X3M","American.Express","Apple","Boeing","Caterpillar","Chevron","Cisco.Systems","Coca.Cola","DuPont","ExxonMobil","General.Electric","Goldman.Sachs","The.Home.Depot","Intel","IBM","Johnson...Johnson","JPMorgan.Chase","McDonald.s","Merck","Microsoft","Nike","Pfizer","Procter...Gamble","Travelers","UnitedHealth.Group","United.Technologies","Verizon","Visa","Wal.Mart","Walt.Disney"
2010-01-05,-0.630296411305196,-0.220422754382004,0.172563599292435,3.17133060760512,1.18144364975967,0.703359898671042,-0.447492252332437,-1.22449013366124,-0.972586405699851,0.388931084155732,0.51506910651073,1.73726457207781,0.727140391029962,-0.0479206826924501,-1.22276843173418,-1.17315484968466,1.90017899431158,-0.770467995353149,0.403644689648619,0.0322795962156479,0.396286721935649,-1.44697146190908,0.0327095706237613,-2.42650019425289,-0.158841001801086,-1.51644662322099,0.179938364490142,-1.15916986416254,-1.00577964611749,-0.250060039830315
2010-01-06,1.39835631443466,1.59076330647293,-1.61634140507379,2.94411469882904,0.302870335380488,0.0125444890453991,-0.655195584440659,-0.0355110696861222,0.323136209629412,0.856903365258951,-0.517735803688877,-1.07885733102662,-0.347443439164386,-0.336516227942839,-0.653844406510691,0.806806734570046,0.546444433585963,-1.38324418618084,1.3276622808761,-0.617472685046752,-0.613416784935952,-0.322564594754904,-0.476578181054776,-1.43930455281876,0.975156469644634,-0.527138125864875,-2.96048147367574,-1.3611307304175,-0.224019085483017,-0.534267000336955
2010-01-07,0.0716623293888428,1.59600000512557,-0.185192690263023,3.89068610602571,0.402209268338834,-0.378164512633648,0.448404479512721,-0.249155340575229,1.0177407464887,-0.315171724368426,4.92305978849044,1.91929693186251,1.16757750810812,-0.970859162273338,-0.347362369892001,-0.718841265482509,1.94240984910862,0.726992060315462,0.159073845397137,-1.05088871150035,0.971914766831928,-0.377735923948116,-0.545266123438655,1.41888251222121,3.69584707109998,0.425598473313511,-0.598828724971517,0.922091538629047,0.0559787276589259,0.0314314345945506
2010-01-08,0.699697177846629,-0.0715271993139116,0.660435155525212,-0.974028414539956,1.11038145958632,0.176171884338507,0.527188006044582,-1.88574677609928,-1.32587318329961,-0.402780826688534,2.10844410525078,-1.92761097678162,-0.483087426342715,1.10417721838096,0.993508348266332,0.342621362003977,-0.24620193260555,-0.0970416456365228,-0.0530527461468444,0.684916366470157,-0.197811730238877,0.802990320831071,-0.132373113185931,-0.144136007387767,-0.948019179304339,0.198198714043504,0.0629994709436648,0.275840495604097,-0.50627385726743,0.156843554511946
2010-01-11,-0.404855115404584,-1.15744794337986,-0.89003059071767,-1.19927893722649,5.90986015695897,1.74331286617873,-0.284689046049821,1.99036781138676,0.934043541638857,1.10953746502754,0.954608327833392,-1.60293214979601,-2.9119582112124,0.572795109110196,-1.05808020730461,0.0155746318622681,-0.336849282267513,0.770220787512737,0.396318661600275,-1.28839747807892,-1.24788177934181,0.796593750121264,-0.398683010986587,-0.0412121761445226,0.668289521386668,2.12030807086876,0.407783371745828,-0.288147804905658,1.62331358728585,-1.65817980322124
2010-01-12,0.0832854941924388,1.30889978628795,-1.15053444976094,-0.728106985379181,-3.03660760504324,-0.584495866000168,-1.61158137197345,1.07245078264521,-0.764694010270676,-0.50036876011302,0.0596407496842233,-2.22857210559467,-0.64328759638744,-1.64968284906579,0.78921394868051,0.526638467543812,-2.39134663657063,0.542605666581129,-0.798937320885301,-0.665120029888567,-0.138827582315832,-0.319643027441811,1.13320056436488,0.634594289566097,-2.71450441355893,-0.585459165797848,0.0940253634716589,-0.474879761870911,0.950118814227763,-1.752121366354
2010-01-13,-0.322281300330964,0.308412412457393,1.39089697195167,1.19357400055397,0.144380236740308,-0.764407145367321,1.78574570753728,0.263023097712214,0.874637998787143,-0.40188065852364,0.35649804170157,0.739337840145642,0.533227984380424,1.66979451836396,-0.215010671829649,0.631060691836532,1.71751930441566,-0.111833415847337,3.54482286917424,0.9225622970836,0.886827519284224,2.29046490104846,1.02405423106475,0.346803218973338,1.50585394508886,1.13009813395558,-0.125524517807698,0.918070395106942,0.50899364130263,1.50208839016476
2010-01-14,-0.335322693710325,1.24179841590857,-0.582547390442823,0.649780339792236,-0.564702654290553,-0.314273071350473,1.24245355614678,0.175028219168467,-0.616039246466728,0.0143431763861596,-0.778437051265051,-0.320423347518193,0.60068424547307,2.42088723639267,1.57207079699379,0.199678647871556,0.984536901936285,0.0957681108621212,2.65065704911352,1.97027976763144,-0.630852382263841,0.877159912032672,0.0974466937687851,0.527596949688466,2.34092815918363,0.343367016844863,-2.08202068613987,0.343077417282361,-1.47573771668582,-0.870394880492734
2010-01-15,-0.155922919576432,-0.684117261581778,-1.69957685358097,-1.21669812520716,-2.39519940515584,-0.403887612439231,-2.25410470950376,-1.49227644431485,-0.235218620207217,-0.824768936022335,-1.58149600425285,-2.00955430085889,0.945044716138214,-3.26922790037973,-0.402184886993281,-0.836417152947163,-2.31226413581847,-0.594094391704865,-1.31745227896115,-0.324028027586869,-0.931809206635792,0.564436619278323,-1.24960036272533,-1.00431332471671,1.27406480787285,-1.13904588665843,-2.09284403636571,-1.50915322687781,-0.987335273665474,-1.37255457331114
2010-01-19,2.05592355012585,1.32681541511035,4.23641777364267,-0.280298722129794,1.32938192077848,0.564747659318914,1.81087419260459,0.230412461446406,2.38231934021346,0.230981657134355,0.604628695783005,0.988848158560117,1.07342022625559,1.18765896022578,1.75935082867908,1.20886648545985,-0.924199366920949,1.89037456527983,2.83112170672647,0.771702921153919,0.494485328340386,2.54996453393327,1.45819410765089,1.29476632550601,3.92827396059603,0.414985612394427,2.08130970263467,1.94649495435616,0.647782282817619,1.32214483036092
