"Index","3M","American Express","Apple","Boeing","Caterpillar","Chevron","Cisco Systems","Coca-Cola","DuPont","ExxonMobil","General Electric","Goldman Sachs","The Home Depot","Intel","IBM","Johnson & Johnson","JPMorgan Chase","McDonald's","Merck","Microsoft","Nike","Pfizer","Procter & Gamble","Travelers","UnitedHealth Group","United Technologies","Verizon","Visa","Wal-Mart","Walt Disney"
2010-09-29,78.02037,40.33274,38.72338,59.51365,71.37769,69.96421,19.67221,25.81915,38.63775,54.78163,14.01648,136.08224,28.61282,16.48985,124.05507,53.90548,34.09048,64.47125,31.231,21.63955,37.58269,14.73832,52.2951,46.33243,32.93764,64.45332,26.06391,17.96486,47.70245,30.85008
2010-09-30,77.60866,39.41375,38.23557,60.02787,70.20874,69.76624,19.6992,25.71369,38.71584,54.95952,13.92224,136.23302,28.49589,16.45557,122.82807,53.60268,33.77984,64.52322,30.97018,21.63072,37.68143,14.5435,52.05207,46.43046,32.85343,64.21891,26.00804,17.92865,47.85446,30.93419
2010-10-01,78.42314,39.17931,38.06983,60.28949,69.79827,70.54093,19.70819,25.97733,38.91541,55.62661,14.01648,139.17288,28.62182,16.55841,124.20158,53.42101,34.4455,64.87826,30.7935,21.53356,37.73315,14.55197,52.21699,46.44828,33.15286,64.12875,26.24745,17.7017,47.7114,31.15849
2010-10-04,77.59971,36.61924,37.54699,59.83842,68.95055,69.99004,19.57327,25.87188,38.54231,55.3153,13.79372,138.10814,28.48689,16.17274,123.84447,53.3518,34.61435,64.90424,30.72619,21.11844,37.55918,14.31481,52.04339,46.44828,32.32006,63.58781,26.35918,17.68239,47.89917,30.97157
2010-10-05,79.53299,35.89717,38.93493,61.88626,70.85122,71.78046,19.78015,26.21461,39.71368,56.26702,14.14499,140.93494,28.54986,16.41271,126.05124,54.32938,35.22754,65.65763,31.14687,21.50707,38.22686,14.59433,52.78985,47.11666,32.816,65.37292,26.79012,18.10489,48.28365,31.61642
2010-10-06,80.45487,35.8218,38.96862,61.86822,70.56567,72.21085,20.059,26.27613,39.80044,56.87185,14.47913,142.13161,28.54986,16.54984,126.21606,54.68408,35.4586,65.43248,31.13845,21.57773,38.23156,14.61974,52.83324,47.07211,31.76798,65.69749,27.01525,17.9214,48.78437,31.51362
2010-10-07,79.56879,35.63336,38.97266,61.75996,70.26228,71.89236,20.13996,26.11794,40.11281,56.7918,14.60764,142.38602,28.54986,16.62698,127.02185,54.69273,35.1209,65.69227,30.88605,21.66605,38.0811,14.72138,52.77249,46.88496,32.13292,65.61634,26.66703,17.77172,48.60554,31.69119
2010-10-08,79.8015,35.79354,39.62621,62.45461,71.71678,72.25389,20.22091,26.10476,40.48591,57.26321,14.66761,143.84654,28.68478,16.72982,127.14089,54.70138,34.93428,65.9001,31.05432,21.70138,38.5748,14.78914,53.69254,47.0632,32.14227,65.73355,26.58605,17.86587,48.65025,32.25193
2010-10-11,78.98701,35.74643,39.80004,63.14022,71.36877,72.05591,20.21192,26.17067,39.99133,57.41442,14.53053,143.41309,28.59483,16.76411,127.88258,54.76194,35.30752,65.45845,31.01225,21.71905,38.54659,14.72138,53.93557,47.18796,32.42299,65.75158,26.74801,17.93589,48.82907,32.308
2010-10-12,78.89751,36.31174,40.22854,63.34771,70.79768,72.16781,20.34684,26.18825,40.16487,57.54783,14.72759,146.24933,28.25303,16.94409,128.05656,54.75329,35.90295,65.4498,30.82715,21.93102,38.50427,14.80608,53.83141,47.07211,32.76921,65.79666,26.3512,17.92623,48.21211,32.22389
2010-10-13,79.7836,36.9901,40.44414,64.47538,71.64539,72.02148,20.85057,26.33764,40.6768,57.85025,14.80469,145.79703,27.88423,16.48985,128.5327,55.00418,35.40528,65.59702,31.26466,22.38148,38.5654,15.01784,54.36087,47.5979,33.04993,66.87855,26.08397,18.57568,48.1227,32.62576
2010-10-14,79.72095,37.1597,40.73655,64.37614,71.30631,72.21946,20.75162,26.32446,40.33841,58.08151,14.70188,142.8383,27.71333,16.55841,129.56741,55.14259,34.40995,66.71411,31.25624,22.28432,38.44785,14.95855,54.50843,47.64246,33.48037,66.8515,26.27022,18.63121,47.61304,32.56968
2010-10-15,79.7836,36.82994,42.41151,63.24848,71.16354,71.96983,21.01248,26.33764,40.49459,57.98367,13.96507,141.99026,27.61439,16.55841,129.16452,54.99552,33.01471,67.09514,31.08797,22.55813,38.556,15.03478,54.47371,47.79396,33.66751,66.80642,26.26213,18.73502,47.70245,32.59772
2010-10-18,80.24902,37.26334,42.85079,63.35674,71.60078,72.71871,20.95851,26.36401,40.87637,58.95317,13.92224,144.82649,27.46147,16.44699,130.78525,55.24641,33.94783,66.95658,31.32355,22.80544,38.39613,15.07713,54.98581,48.48017,33.92016,67.22114,26.39169,18.91851,48.06905,32.47623
2010-10-19,79.25553,37.03722,41.70407,62.29222,70.09274,71.26399,20.66167,26.5134,39.89589,57.92141,13.76802,147.67213,27.35353,16.46413,126.39003,54.75329,33.4946,66.67081,30.72619,22.1695,37.95885,14.72985,54.83825,47.90982,33.03122,66.36465,26.04348,18.72295,47.67563,31.9996
2010-10-20,80.07896,37.43293,41.84421,64.37614,71.67216,72.32275,21.04846,26.86932,40.85034,58.71303,13.75089,150.38588,27.64137,16.83267,127.34234,55.02148,33.85896,67.03452,31.12163,22.35498,38.19865,14.95855,55.42601,48.69405,34.36931,66.64413,26.43218,19.19857,47.80975,32.35473
2010-10-21,81.0456,37.94171,41.7081,64.50244,70.78389,72.52073,20.92253,27.00993,40.89372,58.98875,13.79372,150.1032,28.61282,16.93552,128.03824,55.35888,33.50349,67.92647,31.21417,22.45214,38.60772,14.93314,55.54846,48.99706,34.14473,67.59079,26.33501,19.12131,48.31047,32.4108
2010-10-22,80.94715,36.7734,41.43187,64.28593,70.28143,72.77897,21.12042,27.07144,40.63342,59.00654,13.75945,148.6521,28.31599,17.00408,127.89173,55.20315,33.50349,68.02172,31.21417,22.41681,38.51838,14.82302,55.45225,49.104,34.86524,67.56374,25.98679,19.14304,48.3373,32.68183
2010-10-25,81.35886,37.02779,41.61647,64.64678,70.92745,73.05441,21.23735,26.8078,41.3883,58.88202,13.75945,148.30345,28.24403,17.0298,128.04739,55.35022,32.94361,68.15161,31.48341,22.24899,38.57951,14.92467,55.5747,49.54068,35.14596,67.62685,26.19734,19.46656,48.23894,33.13977
2010-10-26,80.974,37.78154,41.51002,64.32201,70.56855,73.29543,21.04846,26.90886,40.97181,59.17554,13.84513,149.15149,28.14509,17.1755,128.8074,55.2291,33.05915,68.20358,31.18893,22.8761,38.47136,14.81455,54.97995,49.04161,35.15532,67.32031,26.31881,19.3217,48.78437,33.60705
2010-10-27,80.8845,38.32801,41.48038,63.92508,70.18273,72.57237,20.94951,26.88689,40.74621,58.41061,13.80229,150.90411,27.79428,17.30406,129.50331,54.99552,33.3613,67.09514,30.67571,23.00858,38.0999,14.63668,55.17237,48.77426,33.62072,67.13098,26.32691,19.29514,48.16741,33.56967
2010-10-28,76.1408,38.83679,41.13137,64.29494,69.75205,72.68428,20.85956,26.89568,40.80695,58.89981,13.77659,153.81573,28.05514,17.54403,129.01801,54.98687,33.33464,67.09514,31.07956,23.21173,38.13752,14.88232,55.26857,48.78317,33.92016,67.34736,26.24593,18.45738,48.35518,34.12106
2010-10-29,75.38002,39.06291,40.55733,63.7266,70.52368,71.10044,20.56273,26.94401,41.02387,59.13996,13.72518,151.82755,27.79428,17.18406,131.49033,55.14259,33.44128,67.34626,30.54951,23.5562,38.29269,14.75526,55.60094,49.19312,33.73301,67.41047,26.30261,18.87023,48.43565,33.76593
2010-11-01,75.16521,39.15713,40.98854,63.58227,71.12484,70.11054,20.6167,27.11538,40.69416,59.54911,13.66521,152.24214,27.62338,17.62974,131.23393,55.09933,33.25465,67.44152,30.49903,23.80351,38.13282,14.92467,55.64467,49.70109,33.78916,67.29327,26.23783,18.66742,48.56083,33.67247
2010-11-02,75.89914,39.93914,41.68655,62.95077,71.55552,70.7131,20.84157,27.18129,41.14534,60.34072,13.65664,153.41998,28.34298,17.43261,131.71008,55.26371,32.84586,67.89182,30.80191,24.19214,38.43845,14.78067,55.99453,49.47829,34.62196,67.84322,26.56175,18.933,48.99002,33.74724
2010-11-03,76.34666,39.63764,42.15009,62.56959,71.67216,71.18652,21.3273,27.22084,40.83298,60.45636,13.75945,153.24095,28.298,17.69002,132.01225,55.5319,33.52126,67.97842,30.71778,23.87417,38.47606,14.89926,56.24817,49.82585,34.30381,67.66291,26.71562,19.07303,49.09732,33.91546
2010-11-04,77.90402,41.20166,42.88718,64.30309,74.63308,73.28683,21.77706,27.44054,41.96096,61.71049,14.14499,156.78386,28.72976,18.11326,134.4113,56.02501,35.36973,68.56728,30.83557,23.97132,39.21897,14.87358,56.85168,51.01112,34.43481,68.73578,27.14482,19.31204,49.49968,34.60704
2010-11-05,77.27749,41.52201,42.73357,64.68428,74.95609,73.1491,21.82203,27.49766,41.80478,62.26196,14.33348,161.19368,28.71177,18.34648,134.53035,55.92985,36.38283,68.6712,30.03628,23.71519,39.54811,14.70243,56.85168,51.18936,34.49095,69.19558,27.07193,19.26617,49.35662,34.76591
2010-11-08,76.84788,41.36184,42.93434,63.72223,74.57925,72.99416,21.93897,27.44493,41.96964,62.54658,14.31634,159.43164,28.32499,18.33784,134.70511,55.65302,36.0007,68.67986,29.96897,23.67985,39.31301,14.59117,56.63301,50.42294,34.73424,69.08739,26.86138,19.00301,49.09732,34.63508
2010-11-09,76.34666,40.85306,42.59208,62.85094,73.49358,71.92679,21.90299,27.52402,41.31021,63.21787,14.23924,156.93463,28.307,18.27738,134.41078,55.63571,35.4586,68.498,29.4894,23.80351,39.12023,14.53983,56.68549,50.42294,34.60324,69.14149,26.73181,18.90886,49.2225,34.44816
2010-11-10,77.19694,41.0415,42.85484,60.87238,73.98706,73.31264,22.02892,27.48448,41.30145,63.6654,14.17926,157.56595,28.49589,18.17373,134.78787,55.32427,36.09845,68.84439,29.41368,23.79468,39.43996,14.4029,56.47558,50.58335,34.77167,68.65464,26.60224,19.14304,48.73966,34.56966
2010-11-11,77.4207,40.84364,42.66888,59.32948,73.96912,74.10456,18.45788,27.59433,41.30145,64.29195,14.00791,158.02766,28.51388,18.32057,133.75775,55.29831,35.56524,69.01758,29.62402,23.56503,39.34122,14.53127,56.29191,50.27144,35.06175,67.96944,26.42409,19.12614,48.58765,33.57901
2010-11-12,77.18799,40.23122,41.50734,57.26015,72.71297,73.54506,18.12506,27.64705,40.71506,63.54009,13.92224,156.2562,28.28001,18.59698,132.20341,55.08203,35.20088,68.28151,29.20334,23.2029,38.84752,14.42002,56.26567,50.18233,34.31316,67.50964,26.3674,18.57568,48.39989,35.27993
2010-11-15,77.15218,40.23122,41.37393,57.73211,73.41283,73.04581,17.94516,27.66463,40.53126,63.08362,13.8794,157.56595,28.23503,18.39831,132.11143,55.48864,35.61856,68.47202,29.06031,23.14107,38.46196,14.33444,56.23068,50.60118,33.19029,67.89732,26.53746,18.43565,48.23894,34.81264
2010-11-16,75.39791,39.50574,40.63954,56.9788,72.11182,71.60468,17.48641,27.27796,39.97988,61.70523,13.5881,155.56834,28.52287,18.19964,130.82381,54.62352,35.20088,67.04317,28.69011,22.93668,37.8554,14.20607,55.49598,48.77426,32.75985,66.86052,26.06777,18.10489,48.51612,34.50423
2010-11-17,75.60957,39.0158,40.49265,56.72467,72.82961,71.58732,17.45942,27.47129,39.96237,61.76788,13.54527,155.37047,27.73132,18.20828,130.55707,54.55431,34.81874,67.86584,29.00142,22.7234,38.26918,14.10337,55.33855,49.34462,33.05929,66.77437,26.18924,18.3202,48.078,34.78461
2010-11-18,77.05061,39.80724,41.56123,58.6397,74.57027,72.768,17.63933,28.0513,40.72381,62.93145,13.74232,157.68845,27.7673,18.15645,132.77365,55.22046,35.24532,68.42872,29.69133,22.96334,38.77699,14.4029,55.99453,49.71891,33.34001,68.03477,26.44028,18.61291,48.26576,35.12105
2010-11-19,76.56426,40.27833,41.33215,57.71395,75.34191,72.87218,17.63933,28.26221,41.22268,63.13732,13.89653,157.0477,28.08212,18.26011,133.40826,55.22046,35.02314,68.96562,29.72498,22.83004,40.34743,14.37723,56.02077,49.45156,33.68623,68.28867,26.39169,18.63952,48.63236,34.58834
2010-11-22,76.46519,39.77897,42.22554,58.11329,75.36883,72.44678,17.59435,28.24024,40.96012,62.82405,13.73375,151.75217,27.96519,18.35512,133.72098,55.03878,34.22332,68.8617,29.94373,22.86559,40.39916,14.23174,55.59219,49.04161,34.11666,68.10732,26.31881,18.25488,48.62342,34.53228
2010-11-23,75.28533,39.52458,41.60166,57.72303,74.1396,70.97093,17.27053,27.95463,40.3037,61.74103,13.50243,148.67094,27.80328,18.21692,131.68834,54.38994,33.44128,68.42007,29.28748,22.3235,40.08883,14.1804,54.76128,48.39105,33.73301,67.26402,26.22973,18.05893,47.98858,33.75658
2010-11-24,76.24903,40.51387,42.41959,59.36578,75.98793,71.99535,17.5044,28.38964,41.18768,62.54658,13.65664,151.00777,28.02815,18.47605,134.10727,54.75329,33.91228,68.82707,29.57354,22.54566,40.68598,14.28309,54.75254,49.11291,33.85466,68.99595,26.19734,18.34197,48.29259,34.45751
2010-11-26,76.01486,39.82608,42.44654,58.81215,75.48547,71.23138,17.53139,28.16994,40.53126,61.9648,13.5367,149.08554,27.88423,18.43286,132.35056,54.36064,33.32575,68.01306,29.27065,22.43902,40.41796,14.11193,54.34146,48.45343,33.57394,68.26147,26.08397,18.25972,48.05117,34.29863
2010-11-29,75.85275,40.82479,42.69852,58.4128,75.07273,70.91885,17.48641,28.04606,41.06514,62.16171,13.68235,150.08435,27.60539,18.42422,131.42163,54.02034,33.69011,68.30106,29.18651,22.49234,40.04181,14.17184,54.34146,48.28411,34.2383,67.82623,25.83292,17.94765,48.14952,34.03695
2010-11-30,75.63659,40.72115,41.92775,57.87732,75.90717,70.29379,17.23455,27.94872,41.12641,62.26016,13.5624,147.44963,27.38421,18.27738,130.1064,53.70621,33.23689,68.33598,29.00142,22.44791,40.4979,13.94933,53.41434,48.11479,34.17281,68.2524,25.922,17.86539,48.36412,34.12106
2010-12-01,77.50094,41.73871,42.63519,59.64713,78.46432,71.79567,17.37847,28.62565,42.3167,63.84441,13.96507,149.63106,28.65326,18.55379,132.81964,54.46534,33.9034,69.19999,29.49782,23.14108,41.20789,14.29165,54.35895,48.91685,35.24889,70.96364,26.19734,18.19682,48.90955,34.69115
2010-12-02,77.91524,42.37939,42.87101,60.43673,79.51411,73.35834,17.28852,28.71414,42.56176,63.97868,14.29064,153.45564,30.23957,18.74382,133.52782,54.62241,34.93428,69.27853,29.63243,23.89645,41.44383,14.28309,54.54263,49.11291,35.60447,71.36261,26.51317,18.62743,48.95425,34.89676
2010-12-03,78.30251,42.28518,42.77533,60.39136,80.19601,73.69691,17.15359,28.53716,43.09565,63.71911,14.37632,153.27621,30.34835,18.73518,133.71178,54.58751,35.20088,69.61018,29.69974,24.01198,41.30227,14.30876,54.51639,48.89011,35.50589,71.39889,26.64274,18.7121,48.83801,35.1304
2010-12-06,78.24847,42.39824,43.14051,60.43673,80.03451,73.749,17.47742,28.31152,42.82433,63.82651,14.30778,153.59729,30.22144,18.74382,133.35309,54.27338,35.4586,69.45309,29.65767,23.85201,41.39664,14.38578,54.28023,49.0327,35.00832,71.09966,26.63464,18.94433,48.72178,35.10236
2010-12-07,75.82573,42.19096,42.87909,60.11001,81.06635,74.92101,17.44143,28.37789,42.85058,63.96077,14.5905,152.59628,30.4118,18.64017,132.46094,54.36937,34.88095,70.11637,29.75863,23.87868,41.14183,14.35155,54.35895,48.87229,34.52014,71.21754,26.68323,18.5984,49.25826,34.88741
2010-12-08,76.26704,42.99181,43.25639,59.15703,80.41136,74.7821,17.40546,28.48849,42.78057,64.30984,14.59907,156.89305,30.8469,18.84747,133.34387,54.49152,35.77853,68.71998,29.78388,24.1986,41.20317,14.30876,54.77878,49.39259,34.58586,70.44678,26.70752,18.85483,48.99123,34.55097
2010-12-09,75.75368,43.16141,43.08796,58.6397,80.45621,75.22485,17.72028,28.68317,42.29045,64.4441,14.67618,157.18579,31.10977,18.83883,132.71846,54.15123,36.26731,67.73378,30.01104,24.0653,41.27396,14.34299,54.98869,49.00685,34.40749,70.39237,27.17721,19.14029,48.85637,34.71158
2010-12-10,75.94281,43.58539,43.19576,58.23129,80.69848,75.55475,17.72028,28.60353,42.55301,64.60521,15.18166,159.09337,31.18229,18.92521,133.19673,54.02034,36.81829,67.69014,30.28028,24.29635,41.42967,14.5655,55.27732,49.14141,34.42626,71.09058,27.56592,19.40155,48.80242,34.636
2010-12-13,76.82545,43.68903,43.34534,57.89547,82.21482,76.71806,17.61234,28.69201,42.5005,64.76632,15.09599,160.04715,31.32733,18.57106,132.70006,53.97671,36.88939,67.29741,30.69693,24.21637,42.10444,14.71098,55.26857,49.59892,34.64219,70.86389,27.6226,19.56847,48.73949,35.08005
2010-12-14,77.3118,43.52886,43.15937,58.53079,82.62756,76.72674,17.57636,28.2717,42.99937,64.60521,15.15596,158.01682,31.47236,18.54515,134.11647,54.77074,36.24953,67.29741,31.07958,24.54518,42.12803,14.64252,55.58345,49.64377,34.26666,71.49863,28.0761,19.508,48.95527,35.18398
2010-12-15,77.28477,43.45348,43.1688,58.30389,83.55173,76.40553,17.5134,28.64335,43.09565,64.30984,14.98461,156.01482,31.53581,18.38103,133.10475,54.59623,35.73409,67.18395,31.17312,24.74957,41.79773,14.61685,55.66216,49.47333,33.28091,71.5893,28.04371,18.61291,48.75747,34.90999
2010-12-16,77.81616,41.9931,43.28874,58.44911,83.6235,77.31708,17.76526,28.90881,43.27944,64.64101,15.2245,155.30656,31.83494,18.39831,132.94839,54.4479,35.55635,66.94831,31.32618,24.87399,42.10444,14.73666,56.41436,49.66171,33.43112,71.65278,28.14898,16.25424,49.1171,34.96667
2010-12-17,77.78915,41.46548,43.2025,59.02089,83.07618,76.82224,17.58536,29.06808,43.63828,64.59626,15.16453,154.90993,31.81681,18.53651,133.36227,54.57005,35.2542,67.03558,31.02006,24.79401,42.49137,14.57406,56.68549,49.50024,32.90538,71.45329,28.0518,16.18409,48.9193,35.00446
2010-12-20,78.66277,40.04278,43.41809,57.42352,83.71323,77.09137,17.64832,28.89554,43.51575,64.64101,15.16453,156.80806,31.90746,18.33784,132.91161,54.52643,35.50304,67.13158,31.03707,24.71403,42.59517,14.69387,56.82544,49.74245,33.02743,71.54397,28.13279,16.44777,48.34389,35.01392
2010-12-21,77.93324,40.73058,43.68625,58.25851,84.90657,77.46467,17.56737,28.97517,43.73455,65.08855,15.33588,158.86673,31.79869,18.22556,134.04289,54.39554,36.43616,67.07922,30.76496,24.94508,43.55306,14.87358,56.73798,50.11921,33.16825,71.95201,28.29474,16.46229,48.236,35.26901
2010-12-22,78.10437,40.33486,43.81561,58.6397,84.85274,78.06369,17.59435,29.01942,43.58577,65.16015,15.59493,160.16048,31.88933,18.04416,134.23602,54.11632,37.46703,67.21014,30.79897,25.05173,41.02858,15.02762,56.80794,50.10127,33.64705,72.10616,28.4891,16.58325,47.93031,35.85478
2010-12-23,77.87921,40.29717,43.6054,59.04811,84.74506,78.72348,17.71129,29.015,43.55951,65.51817,15.57766,158.2718,31.80775,18.00097,134.18085,54.31701,37.39594,67.1665,30.8585,25.14948,40.60391,15.07041,57.06159,49.76936,33.58133,72.08803,28.69965,16.62679,48.19104,35.61858
2010-12-27,78.36556,40.56098,43.75093,58.76676,84.40411,78.23732,18.13406,28.78935,43.43698,65.34811,15.70719,160.37767,31.94372,18.00097,133.67499,54.03779,37.92026,66.70394,30.80748,24.94508,40.5001,14.96772,56.56304,50.04745,33.3654,71.87947,28.74824,17.12997,48.16407,35.41072
2010-12-28,78.12238,40.31601,43.85738,58.8666,84.06316,79.16624,18.30496,28.91766,43.60327,65.71508,15.81944,159.7733,31.80775,18.03552,134.0153,54.1425,37.86694,66.70394,30.78197,24.89176,40.73603,15.0533,56.64177,49.93083,33.53439,71.89761,28.84542,17.11062,48.31692,35.29735
2010-12-29,78.1404,40.38197,43.83313,59.03904,84.14391,79.3225,18.21501,28.95748,43.77831,65.67033,15.77627,158.30013,31.62646,18.08735,134.76028,54.2123,37.64477,67.19267,30.79047,24.85621,40.23585,15.06186,56.32689,49.86803,33.71276,71.72532,28.81303,17.07917,48.62261,35.5241
2010-12-30,77.94225,40.0522,43.61348,59.00274,84.22466,79.52217,18.19702,28.9796,43.48949,65.66138,15.70719,158.30957,31.59926,18.15645,134.89824,54.04651,37.52924,66.99195,30.6204,24.74957,40.46707,14.96772,56.22194,49.82318,33.74092,71.49863,28.79683,17.00418,48.61362,35.41072
2010-12-31,77.7261,40.4385,43.46526,59.22964,84.03624,79.21832,18.19702,29.09906,43.65578,65.44657,15.79354,158.80063,31.78056,18.16509,134.98102,53.96798,37.69809,66.99195,30.64592,24.80289,40.30663,14.98484,56.26567,49.97568,33.90053,71.38075,28.97499,17.02595,48.48774,35.43907
2011-01-03,78.16742,40.89075,44.40986,60.2643,84.47589,79.81734,18.43089,28.85572,43.78706,66.7265,15.7849,163.41846,32.00717,18.00961,135.64323,54.81437,38.72897,66.8523,30.64592,24.8651,40.62278,15.13032,56.65051,50.07436,34.85812,71.62558,29.50136,17.05982,49.05417,35.73195
2011-01-04,78.05933,41.40895,44.64163,60.7544,84.0811,79.52217,18.45788,28.25843,43.66454,67.03976,16.06986,163.44679,31.42703,18.26874,135.79039,55.27683,39.28948,64.85371,30.90952,24.96286,39.62243,15.39561,56.80794,49.85009,35.17731,71.74346,30.09252,17.07917,49.24298,36.83736
2011-01-05,78.05933,42.61044,45.00681,61.2445,84.80787,79.38327,18.68276,28.0903,43.95336,66.86076,16.09576,164.31558,31.32733,18.08735,135.24774,55.24193,39.76992,65.15918,31.08809,24.88288,39.88195,15.49831,56.67675,49.55406,35.28997,71.84321,30.50553,17.43962,48.9193,37.7538
2011-01-06,77.58199,42.31716,44.97042,62.44252,83.92857,78.73216,18.84467,27.88678,43.74331,67.29038,16.02668,162.62521,31.20042,17.94051,136.72853,55.15467,39.57419,64.76644,31.51325,25.61159,39.52334,15.55821,56.58054,48.79155,36.02224,71.77066,29.72447,17.70089,48.51471,37.46092
2011-01-07,77.66306,41.96712,45.29248,62.96893,84.09905,79.16624,18.86266,27.83811,43.55075,67.65736,15.91443,161.18982,31.16416,17.8455,136.05711,54.62241,38.82683,64.90609,31.75985,25.41608,39.41481,15.69514,56.41436,47.84066,36.09735,71.70719,29.47834,17.65009,48.62261,37.27196
2011-01-10,78.49165,42.06173,46.14545,62.70572,83.79398,78.48908,18.70075,27.90005,42.91185,67.24563,15.98351,160.31157,31.17323,17.87141,135.79039,54.23848,38.6133,64.19916,31.6323,25.07838,39.7168,15.62668,56.29191,48.30713,36.09735,71.14499,29.47013,17.37189,48.30793,37.3192
2011-01-11,79.02303,42.61044,46.0363,62.58774,84.29644,79.72185,18.7817,27.73635,42.85934,67.74686,16.08713,159.93384,31.59926,18.18237,135.45929,54.33446,38.79124,64.4959,31.41972,24.98063,39.64602,15.59244,56.01202,48.35199,36.6888,71.5621,29.01069,17.38882,48.81142,37.22472
2011-01-12,79.85163,42.5726,46.41092,63.66778,83.88371,80.26009,18.99758,27.89121,42.97311,68.54346,16.12167,162.11526,31.57207,18.39831,137.13321,54.53515,39.77882,64.23407,31.58978,25.37165,39.50919,15.72081,56.82544,48.97097,36.48226,72.02456,29.10094,17.56542,49.3149,37.00742
2011-01-13,79.29323,42.62936,46.5807,63.37735,84.46692,80.0257,18.9616,28.05048,43.22693,68.65982,16.06123,162.02084,31.97091,18.38967,136.87569,54.8929,39.5475,63.42242,29.49797,25.05173,38.9571,15.59244,57.27151,49.04273,37.17698,72.08803,29.37168,17.20981,49.26096,37.09245
2011-01-14,79.34727,43.75517,46.95801,63.59517,84.35028,80.59,19.07854,27.93102,43.58577,69.67123,16.2512,165.25993,32.53292,18.20828,137.96098,54.57878,39.95676,64.63553,29.10682,25.14948,39.66962,15.69514,57.31524,49.00685,38.27539,71.70719,29.09273,17.20497,49.27894,37.1208
2011-01-18,79.38329,43.8687,45.90291,65.7734,86.74818,81.04143,19.08753,28.08588,43.49825,70.44994,16.06123,164.95773,32.65076,18.20828,138.55881,54.18612,39.81441,65.17664,28.8007,25.4694,39.6649,15.72937,57.289,49.04273,38.37866,72.1515,28.19025,17.22674,49.57564,37.21527
2011-01-19,79.22118,42.79965,45.659,65.10178,86.12617,80.71153,18.72773,28.05933,42.78057,70.02925,15.82808,157.22357,32.29724,18.14782,143.19431,54.58751,38.88911,65.76138,28.83471,25.30055,39.47615,15.67802,57.58153,48.84538,38.07824,72.45981,28.38715,16.72114,49.47674,36.93184
2011-01-20,79.29323,42.82803,44.82894,64.54814,84.38634,80.48582,18.68276,27.84254,42.1154,69.59068,15.91443,156.46809,33.0768,18.09599,143.29547,54.84927,39.81441,65.59556,28.95376,25.19391,39.19775,15.60956,57.97804,49.23112,37.84354,72.13337,28.39536,17.10095,50.33986,37.00742
2011-01-21,80.41904,43.51866,44.02583,65.0564,83.61107,81.41473,18.64677,27.77175,42.3167,70.6916,17.04562,156.94971,33.09492,17.9837,143.01955,54.67476,40.29485,65.46465,28.82621,24.90065,38.83442,15.71225,58.07497,49.33876,37.93742,72.72276,28.67431,16.97031,50.1061,37.54595
2011-01-24,81.34671,43.31998,45.4717,66.00938,85.25174,81.69254,19.04256,27.98412,42.78932,70.34252,17.30468,157.04414,33.22183,18.34648,146.81807,54.29083,40.05463,65.78755,28.74117,25.22057,39.00429,15.78928,58.66532,49.89495,37.37413,73.9197,28.91224,17.36705,50.39381,37.73491
2011-01-25,79.70753,42.38338,46.00397,65.56464,85.08948,81.67518,19.37538,27.85581,42.9206,70.42308,17.25286,152.96458,33.68413,18.61425,148.4828,53.29611,39.92117,65.87483,28.36703,25.28278,39.1081,15.80639,58.77105,50.44216,38.13457,74.11012,29.36348,17.31625,51.4817,37.65932
2011-01-26,80.67122,42.06173,46.33411,63.54979,86.31548,82.16134,19.26744,27.85581,44.04088,71.30024,17.20105,152.33188,33.9198,18.78701,148.1149,52.87728,40.01904,65.60428,28.23098,25.57604,39.63659,15.71225,58.25119,50.41525,37.78721,73.81996,29.86395,17.17594,51.53565,37.26251
2011-01-27,80.32898,42.13741,46.24786,64.03989,87.10876,82.25684,19.28543,27.74078,43.99712,71.49715,17.51192,154.90048,34.42743,18.78701,148.1425,52.94709,40.1258,64.88863,28.27349,25.65602,39.05619,15.81495,56.55062,50.80099,39.70239,74.88994,29.93778,17.07917,51.76042,37.28141
2011-01-28,78.75284,41.49409,45.28979,62.83279,86.25237,81.05879,18.82668,27.52398,44.01462,70.70055,17.44284,152.76628,33.26715,18.53651,146.43179,52.36247,39.62757,63.95479,28.12043,24.66071,38.43805,15.53254,56.56824,50.06539,38.4256,73.83809,29.23221,16.80339,50.97821,36.70509
2011-01-31,79.18515,41.03999,45.72369,63.05969,87.45132,82.4131,19.02457,27.80714,44.35596,72.2132,17.39103,154.51331,33.33061,18.53651,148.99785,52.15306,39.98345,64.29516,28.20546,24.64293,38.91935,15.59244,55.62543,50.46907,38.53826,73.72021,29.224,16.89774,50.41179,36.72398
2011-02-01,79.06807,41.24812,46.49311,63.79484,88.35279,83.53301,19.31241,27.89563,45.21367,75.10423,17.96094,156.12814,33.53003,18.55379,150.43265,52.90346,40.86426,64.12061,28.91124,24.87399,39.42425,16.44823,55.4404,50.96246,39.49585,74.2008,29.75729,17.10336,50.64555,37.67822
2011-02-02,79.03204,41.36164,46.39744,64.43923,89.32637,83.75873,19.44734,27.81157,45.37996,74.65671,17.88322,155.86372,33.14025,18.62289,150.19351,52.89473,40.4372,64.26898,28.75818,24.82956,39.59412,16.39634,55.32585,50.87275,39.38319,74.50004,29.66704,17.43962,50.22298,38.25454
